FOLIO,INGRESO,SEM. INSCRITOS,CARRERA,ESTADO PREPA,PROM. PREPA,PROM. ITAM,REPRO.,BAJAS
520,199903,5,DER,D.F,7.84,08.64,0,0
521,200001,12,R.I,D.F,8.57,08.26,3,1
522,199903,13,CPL,SON,8.90,07.69,11,3
523,200001,9,ADM,D.F,8.22,08.06,3,2
524,199903,12,DER,D.F,7.80,08.36,4,4
525,199903,7,CPL,D.F,9.36,08.65,1,6
526,199903,11,DER,D.F,9.40,08.76,1,4
527,199903,13,M.A,EME,8.40,08.11,5,14
528,199903,6,DER,D.F,9.12,09.02,0,0
529,199903,13,ACT,,9.10,07.40,7,6
530,199903,22,DER,COL,8.93,07.38,19,7
531,199903,11,TEL,D.F,8.05,07.40,8,0
532,199903,9,ECO,D.F,7.67,08.22,1,2
533,199903,10,ECO,D.F,8.64,07.67,7,1
534,199903,14,DER,D.F,7.50,08.09,2,8
535,199903,15,COM,D.F,7.00,07.41,12,3
536,199903,10,DER,D.F,7.63,07.71,1,2
537,199903,14,COM,D.F,7.40,07.50,12,15
538,199903,12,TEL,D.F,7.68,08.02,7,1
539,199903,17,CEF,D.F,7.78,07.51,16,8
540,199903,15,M.A,D.F,7.32,07.28,14,14
541,199903,10,ECO,D.F,8.48,08.07,3,1
542,199903,14,ACT,D.F,8.45,07.34,6,7
543,199903,19,CEF,D.F,8.00,07.52,13,8
544,199903,8,COM,D.F,9.30,09.09,0,0
545,199903,10,ECO,D.F,9.12,07.70,4,2
546,199903,10,COM,D.F,9.56,08.80,0,1
547,199903,19,CEF,D.F,8.37,07.17,13,3
548,199903,13,CPL,CHS,8.48,07.22,9,5
549,199903,12,COM,D.F,9.31,08.07,1,4
550,199903,9,TEL,D.F,8.42,08.65,2,1
551,199903,10,TEL,D.F,8.80,08.23,2,8
552,199903,9,CEF,D.F,9.74,09.26,0,0
553,199903,12,IND,D.F,9.93,08.04,6,2
554,199903,6,DER,D.F,9.12,08.16,7,2
555,199903,8,DER,D.F,8.10,08.55,0,1
556,199903,15,R.I,TLA,07.96,07.31,11,5
557,199903,10,ACT,D.F,9.60,08.02,4,9
558,199903,11,TEL,D.F,8.12,08.09,2,1
559,199903,9,DER,D.F,10.00,08.78,0,2
560,199903,13,M.A,D.F,9.04,08.35,6,18
561,199903,10,ACT,D.F,7.80,07.98,7,5
562,200001,5,DER,D.F,9.38,09.07,0,0
563,200001,11,COM,D.F,10.00,08.87,1,3
564,199903,11,ADM,D.F,9.53,08.25,2,8
565,199903,9,ECO,MOR,8.60,08.52,0,0
566,199903,12,EPL,EME,8.18,07.62,7,3
567,199903,10,ADM,D.F,8.94,07.83,2,5
568,199903,5,DER,OAX,8.68,09.16,0,2
569,199903,9,DER,EME,8.40,08.82,0,2
570,199903,13,ADM,EME,08.87,07.85,7,9
571,199903,10,ACF,EME,08.00,08.58,1,1
572,199903,5,DER,D.F,09.04,08.67,4,1
573,199903,17,DER,D.F,07.40,08.15,6,3
574,199903,10,ACT,D.F,08.82,07.91,5,0
575,199903,14,COM,D.F,07.65,07.51,13,10
576,199903,11,ECO,D.F,09.51,08.15,4,2
577,199903,9,DER,D.F,08.00,08.78,0,1
578,199903,6,ACT,COA,10.00,09.55,0,1
579,199903,15,COM,D.F,08.48,07.48,14,9
580,199903,12,ADM,D.F,08.20,08.94,0,0
581,199903,8,ACT,D.F,08.90,08.70,0,2
582,199903,18,R.I,D.F,07.32,07.04,13,4
583,199903,11,CPL,D.F,09.00,08.07,5,0
584,200003,11,ECO,MOR,8.60,07.70,2,3
585,199903,11,DER,D.F,08.18,07.84,2,2
586,199903,9,M.A,MOR,10.00,09.64,0,0
587,199903,8,DER,D.F,09.48,08.89,0,0
588,199903,6,DER,D.F,08.80,08.76,0,1
589,200001,12,ADM,D.F,6.71,07.34,8,7
590,199903,13,ECO,COA,08.50,07.87,9,5
591,199903,13,COM,D.F,09.23,08.57,1,3
592,199903,12,COM,EME,08.40,08.61,1,10
593,199903,8,ACT,NAY,09.90,09.02,0,0
594,199903,9,DER,D.F,08.56,08.95,5,7
595,199903,11,ACT,D.F,09.03,08.09,2,8
596,199903,6,ACT,HGO,09.94,08.87,0,3
597,200003,10,ECO,SON,09.22,08.43,4,1
598,200001,10,ACT,D.F,9.12,07.68,2,4
599,200001,16,CEF,N.L,9.00,07.57,16,15
600,199903,10,DER,D.F,09.84,09.32,0,0
601,199903,8,DER,D.F,07.38,08.48,4,2
602,200001,11,R.I,D.F,8.22,08.04,4,1
603,200001,11,DER,D.F,7.79,07.38,6,3
604,200001,9,M.A,D.F,10.00,08.83,1,6
605,200001,10,ADM,D.F,7.40,08.06,1,0
606,200001,6,DER,D.F,9.60,09.47,0,0
607,200001,10,ACT,D.F,9.31,08.13,5,2
608,200001,7,ACT,D.F,9.88,08.77,0,0
609,200001,12,TEL,D.F,9.20,08.49,1,5
610,200001,11,DER,D.F,8.00,09.05,2,2
611,200001,13,EPL,SIN,9.59,08.93,1,7
612,200001,5,DER,D.F,10.00,09.36,0,0
613,200003,9,ADM,D.F,8.90,08.26,1,1
614,200001,7,COM,D.F,8.56,09.14,0,0
615,200001,8,ACT,D.F,09.00,08.68,1,2
616,200001,11,ACT,D.F,06.50,07.19,7,4
617,200001,14,ACF,D.F,9.16,08.23,3,6
618,200001,10,CEF,D.F,10.00,09.36,0,0
619,200001,9,IND,D.F,8.60,08.73,0,0
620,200001,9,DER,D.F,9.52,09.45,0,0
621,200001,6,ACT,D.F,9.69,08.72,1,4
622,200001,10,ACT,D.F,9.88,08.15,1,2
623,200001,11,ADM,D.F,9.92,08.06,1,10
624,200001,16,R.I,CHS,8.95,08.21,15,16
625,200001,10,COM,CHI,9.11,08.80,1,2
626,200001,7,DER,VER,8.56,08.76,0,2
627,200001,6,ACT,D.F,9.28,08.43,0,2
628,200001,6,ACT,D.F,9.94,09.04,0,1
629,200001,7,R.I,ZZZ,08.26,08.94,0,1
630,200001,14,DER,D.F,7.60,08.47,5,8
631,200001,9,ACT,GRO,8.48,07.91,9,8
632,200001,7,ACT,D.F,8.80,07.89,5,2
633,200001,7,CPL,D.F,9.76,08.33,0,2
634,200001,11,M.A,D.F,9.40,08.19,5,1
635,200001,15,ACT,D.F,9.04,07.36,12,6
636,200001,11,M.A,D.F,8.16,08.00,8,11
637,200001,8,DER,D.F,9.56,09.33,0,1
638,200001,18,COM,D.F,9.00,07.83,13,11
639,200001,11,M.A,D.F,9.84,07.77,9,4
640,200001,19,ACT,D.F,8.88,07.50,17,8
641,200001,9,IND,D.F,7.12,08.33,2,1
642,200001,8,ACT,D.F,9.36,08.60,1,2
643,200001,16,ACT,D.F,9.50,07.72,14,9
644,200001,11,ADM,D.F,9.60,08.57,0,9
645,200001,10,TEL,D.F,8.82,09.13,0,0
646,200001,6,ACT,D.F,09.60,09.21,0,1
647,200001,8,DER,D.F,06.98,08.53,0,0
648,200001,8,ADM,D.F,9.44,08.69,0,3
649,200001,10,ACT,D.F,7.64,07.83,5,1
650,200003,14,R.I,D.F,8.50,07.73,5,9
651,200001,8,DER,D.F,9.27,09.05,1,0
652,200001,11,ACT,D.F,9.37,07.85,5,5
653,200001,8,DER,D.F,7.96,08.70,2,1
654,200001,9,DER,D.F,09.24,09.04,0,1
655,200001,10,DER,D.F,9.60,08.89,0,4
656,200001,15,ECO,D.F,8.75,07.35,18,13
657,200001,8,R.I,D.F,09.83,09.12,1,0
658,200001,13,DER,D.F,7.40,07.96,4,3
659,200001,9,DER,D.F,7.50,08.78,1,1
660,200001,9,ADM,D.F,9.35,08.43,1,1
661,200001,14,EPL,D.F,7.40,07.93,4,4
662,200203,9,ADM,EME,09.00,08.85,1,6
663,200001,9,ACT,D.F,8.28,09.04,0,0
664,200003,15,CEF,D.F,08.00,07.24,10,6
665,200001,15,ADM,D.F,9.40,07.23,15,13
666,200001,9,ECO,COA,9.80,09.13,0,6
667,200003,11,ECO,EME,9.81,07.41,4,8
668,200001,11,DER,D.F,8.48,08.82,0,1
669,200001,8,M.A,D.F,8.56,08.19,2,2
670,200001,9,CPL,D.F,7.08,08.25,2,3
671,200101,13,R.I,D.F,7.97,07.77,8,6
672,200003,10,ECO,D.F,9.25,08.57,1,3
673,200001,11,ECO,D.F,8.20,07.87,2,6
674,200003,14,ADM,D.F,07.99,07.53,8,5
675,200003,9,ECO,D.F,7.68,07.33,4,0
676,200001,6,ACT,D.F,8.71,08.45,0,0
677,200001,7,ACT,D.F,8.56,08.21,1,2
678,200001,10,TEL,MOR,9.00,08.48,1,4
679,200001,9,ACT,SIN,9.80,08.17,4,9
680,200001,10,ACT,D.F,9.64,08.90,1,1
681,200001,8,ADM,D.F,9.04,08.64,0,1
682,200003,16,ACT,EME,8.91,07.43,17,5
683,200001,8,ADM,D.F,9.84,08.74,0,0
684,200001,8,ACT,D.F,9.63,08.13,1,3
685,200001,7,DER,VER,08.00,08.53,2,3
686,200001,16,DER,OAX,08.70,07.84,13,15
687,200001,5,ACT,D.F,8.24,08.40,0,2
688,200001,9,TEL,D.F,9.50,09.26,0,2
689,200001,7,R.I,D.F,8.00,08.67,0,0
690,200001,12,DER,D.F,8.60,09.02,0,1
691,200001,9,CPL,D.F,8.12,09.20,0,2
692,200001,11,R.I,,8.90,08.13,4,0
693,200001,9,ACT,D.F,10.00,08.51,0,2
694,200101,10,ADM,D.F,7.55,07.60,4,2
695,200003,10,ECO,EME,8.15,07.35,1,0
696,200003,10,ADM,EME,8.06,07.72,7,2
697,200001,9,ACT,D.F,9.12,07.98,5,4
698,200001,8,ACT,D.F,9.44,09.00,0,0
699,200001,10,ACT,D.F,8.32,07.51,4,10
700,200001,15,IND,D.F,9.24,07.70,12,9
701,200001,15,CEF,D.F,06.70,07.91,7,12
702,200103,14,ADM,EME,07.56,07.09,13,6
703,200001,10,ACT,D.F,9.48,07.81,3,1
704,200001,9,DER,D.F,9.20,08.47,1,2
705,200003,16,CEF,D.F,08.19,07.04,16,15
706,200003,10,CEF,D.F,8.90,08.07,5,1
707,200003,11,CEF,D.F,9.34,08.69,2,5
708,200001,11,R.I,D.F,8.48,08.33,1,4
709,200003,8,ADM,D.F,9.26,09.55,0,1
710,200001,13,DER,D.F,9.28,07.91,5,2
711,200001,6,ACT,D.F,9.92,09.51,0,3
712,200001,17,TEL,D.F,8.00,07.41,11,8
713,200001,13,R.I,D.F,9.36,07.94,5,4
714,200001,8,COM,D.F,9.56,09.20,0,1
715,200001,13,ADM,D.F,9.52,08.19,2,7
716,200001,4,ACT,D.F,8.88,09.30,0,0
717,200001,11,TEL,D.F,7.12,07.88,7,1
718,200001,8,ACT,D.F,9.80,08.53,1,0
719,200003,12,DER,D.F,7.96,08.07,7,2
720,200001,4,ACT,D.F,10.00,09.72,0,0
721,200003,10,IND,D.F,9.00,08.23,2,0
722,200001,4,ACT,D.F,9.44,09.04,0,0
723,200001,9,CEF,D.F,9.52,08.94,1,2
724,200001,9,ACT,D.F,8.80,09.04,0,2
725,200001,9,ACT,D.F,8.50,08.00,7,5
726,200001,6,ACT,D.F,9.04,08.81,0,1
727,200001,10,ECO,D.F,10.00,08.56,1,2
728,200001,8,ACT,D.F,9.60,09.36,0,3
729,200001,7,ACT,D.F,9.10,08.47,1,2
730,200001,7,ACT,D.F,9.68,09.06,0,2
731,200001,10,COM,D.F,7.38,08.24,4,4
732,200003,9,ACT,D.F,9.60,08.64,0,1
733,200001,8,ECO,D.F,08.73,07.65,3,0
734,200001,15,ECO,D.F,8.00,07.81,11,9
735,200001,7,ACT,D.F,7.60,08.85,5,3
736,200001,10,M.A,D.F,9.64,08.30,2,4
737,200001,8,R.I,D.F,10.00,09.00,0,0
738,200001,6,R.I,D.F,8.96,08.87,0,0
739,200001,8,CPL,D.F,8.89,09.11,0,3
740,200003,10,ECO,D.F,9.88,07.89,1,0
741,200001,7,DER,D.F,10.00,09.49,0,0
742,200001,15,TEL,D.F,8.50,07.40,7,10
743,200001,8,ACT,D.F,08.32,08.17,4,6
744,200003,9,ADM,MOR,9.60,08.02,3,2
745,200001,12,R.I,D.F,9.43,08.00,4,2
746,200301,13,R.I,D.F,6.70,07.84,14,5
747,200001,7,ACT,D.F,8.80,08.68,2,2
748,200001,8,ECO,D.F,9.68,08.17,1,0
749,200001,15,ACT,D.F,9.24,07.15,16,11
750,200001,9,M.A,D.F,9.89,08.19,2,0
751,200001,10,IND,D.F,8.40,08.10,1,8
752,200001,15,ACT,D.F,9.16,07.98,10,13
753,200003,10,ECO,D.F,9.96,09.70,0,1
754,200001,11,DER,D.F,8.10,08.05,1,1
755,200001,19,ACT,D.F,8.00,07.02,27,6
756,200001,7,DER,D.F,8.06,09.02,0,0
757,200001,7,DER,D.F,9.63,09.18,0,1
758,200001,10,IND,D.F,7.04,07.83,6,5
759,200003,10,ADM,D.F,7.28,07.77,5,2
760,200001,13,CEF,D.F,8.24,08.11,11,4
761,200001,9,TEL,D.F,9.92,08.67,0,1
762,200001,9,CPL,D.F,8.92,08.96,0,3
763,200001,7,ACT,D.F,9.04,08.43,0,1
764,200001,10,IND,,9.76,08.54,0,6
765,200001,9,ECO,,9.89,08.74,0,0
766,200001,16,COM,D.F,8.16,07.94,10,15
767,200001,15,ACT,D.F,8.95,07.49,8,6
768,200001,12,ACT,D.F,9.60,08.36,1,5
769,200103,14,TEL,D.F,07.57,07.57,3,5
770,200001,14,DER,D.F,7.28,07.58,10,5
771,200003,9,ECO,D.F,8.78,09.04,0,0
772,200003,10,ECO,N.L,9.14,09.24,0,4
773,200003,11,ADM,D.F,9.00,07.72,7,4
774,200001,14,ECO,D.F,9.43,07.20,14,5
775,200003,8,ECO,COA,9.59,09.09,0,2
776,200003,10,R.I,D.F,8.90,08.94,0,0
777,200003,15,ECO,OAX,9.50,07.28,20,11
778,200003,10,IND,VER,8.68,08.43,2,3
779,200003,15,ADM,EME,9.17,07.32,16,8
780,200003,12,DER,D.F,8.02,08.18,2,1
781,200003,8,ECO,D.F,10.00,09.74,0,0
782,200003,13,ADM,SIN,8.30,07.34,8,6
783,200101,10,ECO,D.F,8.19,07.43,4,4
784,200003,14,COM,D.F,08.76,07.98,8,5
785,200001,9,ACT,D.F,9.82,08.47,0,1
786,200001,10,TEL,EME,9.72,09.13,0,3
787,200001,8,CPL,D.F,8.73,08.47,1,0
788,200001,10,R.I,CHS,8.71,07.83,2,4
789,200001,9,M.A,D.F,9.44,08.00,1,2
790,200001,9,ACT,QRO,09.20,07.77,6,5
791,200001,7,ADM,D.F,9.60,08.87,0,2
792,200001,9,M.A,D.F,8.68,08.06,1,3
793,200003,8,ECO,D.F,8.62,08.83,1,5
794,200103,14,ACT,D.F,8.40,07.38,15,6
795,200001,6,ACT,D.F,8.40,08.21,4,1
796,200001,6,R.I,D.F,8.64,09.06,0,0
797,200001,12,TEL,D.F,7.12,07.74,4,5
798,200001,15,ACT,D.F,9.84,08.40,11,5
799,200003,12,ACT,D.F,9.30,07.96,6,4
800,200001,10,M.A,EME,09.04,07.68,3,1
801,200001,10,DER,D.F,9.08,08.98,0,2
802,200001,7,M.A,EME,9.50,09.25,0,4
803,200003,12,DER,D.F,7.31,07.96,6,5
804,200001,9,TEL,D.F,08.76,08.76,1,3
805,200003,9,ACT,D.F,09.81,09.64,0,0
806,200001,9,DER,D.F,08.68,08.49,1,0
807,200101,11,ECO,D.F,08.31,08.50,0,1
808,200003,10,R.I,D.F,09.27,09.17,0,1
809,200001,9,IND,D.F,09.30,08.67,0,3
810,200001,13,DER,EME,09.10,08.73,5,3
811,200001,11,TEL,D.F,08.72,07.77,0,4
812,200001,17,ACT,D.F,09.13,07.51,10,9
813,200001,11,R.I,D.F,08.87,08.65,0,0
814,200001,11,CPL,D.F,08.56,07.64,3,6
815,200001,9,CEF,OAX,08.60,08.41,2,0
816,200001,12,EPL,D.F,09.31,09.10,0,1
817,200001,11,DER,D.F,06.76,07.75,4,2
818,200003,11,CEF,D.F,09.75,09.04,0,1
819,200001,9,M.A,D.F,09.84,09.43,0,0
820,200003,10,ECO,D.F,08.85,08.39,1,3
821,200001,10,DER,EME,09.40,08.47,0,2
822,200003,12,ACT,D.F,09.50,08.00,5,5
823,200003,10,ECO,D.F,08.20,07.61,3,0
824,200001,7,DER,OAX,08.10,09.00,0,2
825,200001,9,M.A,D.F,10.00,08.74,0,3
826,200003,10,M.A,D.F,09.70,08.98,0,2
827,200001,11,TEL,D.F,07.52,07.75,5,5
828,200001,9,R.I,D.F,09.40,09.08,0,1
829,200001,10,ACT,D.F,09.36,08.45,4,1
830,200003,11,ECO,D.F,09.20,07.93,3,3
831,200001,9,ECO,D.F,09.89,09.46,0,0
832,200003,19,ACF,D.F,08.60,07.71,18,15
833,200001,12,DER,D.F,07.55,08.07,5,6
834,200003,13,CEF,D.F,09.60,08.04,5,4
835,200003,14,ECO,EME,09.97,08.04,4,10
836,200001,10,ACT,D.F,09.72,08.40,2,1
837,200001,16,ACT,D.F,09.12,07.15,14,4
838,200003,14,ECO,D.F,09.10,08.00,2,7
839,200001,17,TEL,D.F,09.42,07.90,7,6
840,200001,9,M.A,D.F,09.84,09.57,0,1
841,200003,9,ACT,MOR,09.80,08.83,1,0
842,200001,9,ACT,D.F,09.88,08.19,4,0
843,200001,11,ACT,CHS,09.70,08.17,3,8
844,200003,9,TEL,D.F,09.06,09.13,0,0
845,200001,10,TEL,D.F,07.88,08.24,5,0
846,200001,11,ACT,D.F,09.04,08.43,2,1
847,200001,14,ADM,D.F,07.00,07.28,9,11
848,200001,15,ADM,D.F,08.00,07.43,12,10
849,200001,11,DER,EME,07.00,08.84,1,4
850,200001,19,IND,D.F,08.42,07.71,7,15
851,200001,5,ADM,D.F,09.84,09.31,0,0
852,200003,10,ACT,VER,09.90,08.04,0,3
853,200003,11,R.I,EME,09.25,09.00,0,7
854,200001,10,TEL,EME,09.00,08.94,1,1
855,200001,9,ECO,MOR,09.40,09.20,0,2
856,200003,9,IND,D.F,09.75,09.13,0,1
857,200001,12,ADM,D.F,10.00,08.70,1,3
858,200001,13,R.I,D.F,06.64,07.46,7,6
859,200001,15,CPL,D.F,08.45,07.53,8,9
860,200001,10,CPL,EME,09.49,09.02,0,1
861,200001,10,TEL,D.F,08.96,08.44,5,1
862,200001,10,IND,D.F,09.12,08.81,0,2
863,200003,16,CPL,D.F,08.25,07.76,6,9
864,200001,8,ACT,D.F,09.80,08.85,1,0
865,200001,15,ACT,D.F,09.24,08.19,12,5
866,200001,8,COM,D.F,09.76,09.29,0,0
867,200001,10,TEL,D.F,09.52,09.13,0,3
868,200001,11,DER,D.F,08.02,08.75,1,1
869,200001,11,DER,D.F,08.40,08.27,3,6
870,200001,7,M.A,D.F,09.28,08.74,0,2
871,200003,10,TEL,EME,08.57,08.20,1,0
872,200001,10,CEF,EME,08.50,08.20,1,1
873,200003,10,ECO,D.F,09.30,09.11,1,3
874,200003,13,ECO,EME,07.09,07.26,14,10
875,200001,10,DER,D.F,08.28,08.39,2,7
876,200001,9,IND,D.F,10.00,08.92,0,1
877,200101,12,ECO,D.F,07.38,07.37,4,7
878,200001,10,IND,D.F,09.28,08.69,0,0
879,200001,12,TEL,D.F,07.70,07.65,6,10
880,200003,9,ECO,D.F,09.38,09.52,0,4
881,200001,9,M.A,D.F,09.92,09.15,2,0
882,200001,10,ECO,D.F,08.64,08.76,0,3
883,200001,17,COM,D.F,08.20,08.00,13,4
884,200001,8,ACT,D.F,09.12,08.15,0,0
885,200001,11,ACT,D.F,09.43,07.94,3,1
886,200001,13,ACF,D.F,08.85,08.22,5,2
887,200001,6,DER,EME,07.39,08.58,0,0
888,200001,5,ACT,D.F,09.92,09.47,0,1
889,200001,10,DER,D.F,08.00,08.18,1,3
890,200001,11,DER,,07.70,08.65,1,1
891,200001,14,ADM,D.F,06.87,08.06,12,14
892,200001,19,ADM,D.F,08.08,07.15,25,15
893,200003,10,ECO,D.F,07.78,08.00,1,4
894,200001,14,R.I,D.F,08.12,08.48,1,5
895,200003,10,ECO,VER,09.80,09.43,0,0
896,200003,9,IND,D.F,09.95,08.50,0,0
897,200003,11,ECO,MOR,08.60,07.85,3,4
898,200001,8,ECO,OAX,07.00,08.57,1,1
899,200003,12,ADM,D.F,07.10,07.21,7,12
900,200003,13,ADM,D.F,07.54,07.47,6,7
901,200001,9,DER,VER,09.70,09.67,0,0
902,200003,9,M.A,D.F,09.95,08.28,0,0
903,200003,14,ADM,D.F,08.84,07.30,14,10
904,200001,11,COM,D.F,09.32,09.31,1,5
905,200003,10,DER,D.F,07.06,07.67,1,4
906,200003,12,TEL,D.F,07.75,07.50,5,9
907,200003,10,TEL,EME,09.36,08.13,3,3
908,200101,12,DER,D.F,08.50,07.53,4,4
909,200101,6,ACT,D.F,08.09,08.32,0,4
910,200003,10,TEL,D.F,09.50,08.88,1,2
911,200003,17,M.A,QRO,08.16,07.72,9,14
912,200003,9,ECO,TAB,09.50,08.48,0,0
913,200003,11,ACF,D.F,09.80,08.35,2,1
914,200003,11,CEF,TAB,09.50,08.57,0,2
915,200001,10,M.A,D.F,10.00,08.52,4,3
916,200001,11,CPL,D.F,08.40,08.04,2,6
917,200003,9,ECO,D.F,09.30,07.96,3,1
918,200003,13,IND,D.F,07.40,08.06,6,6
919,200003,11,ADM,D.F,08.45,08.06,4,2
920,200003,28,COM,D.F,08.54,07.70,13,16
921,200003,15,ACT,D.F,09.15,07.66,7,7
922,200003,10,DER,D.F,08.19,08.29,1,0
923,200003,11,R.I,D.F,08.69,07.88,3,0
924,200003,11,ACT,D.F,09.58,07.45,12,5
925,200103,12,ADM,VER,08.60,07.21,3,3
926,200103,10,M.A,D.F,08.73,08.23,0,2
927,200003,16,DER,D.F,07.40,08.25,7,14
928,200003,11,ADM,D.F,07.32,07.53,6,7
929,200003,13,DER,D.F,08.31,08.15,4,10
930,200003,13,EPL,D.F,09.05,07.78,2,2
931,200003,9,IND,D.F,09.25,09.38,0,0
932,200003,9,ECO,D.F,09.00,08.48,0,0
933,200003,9,ECO,D.F,09.60,08.91,0,2
934,200003,9,ECO,D.F,09.80,08.48,0,2
935,200003,10,DER,EME,09.34,08.55,2,1
936,200003,6,DER,D.F,8.77,08.73,0,0
937,200003,11,COM,D.F,09.20,09.15,2,5
938,200003,10,R.I,D.F,08.57,07.88,2,0
939,200003,11,ADM,D.F,08.30,07.85,3,1
940,200003,9,ACT,D.F,09.40,08.81,1,2
941,200003,13,DER,D.F,08.65,07.60,6,4
942,200003,10,ACT,D.F,07.75,07.04,9,3
943,200003,8,ACT,EME,09.58,08.66,0,2
944,200003,12,M.A,D.F,09.27,07.94,2,5
945,200003,13,CEF,D.F,08.11,07.44,2,9
946,200003,12,ECO,D.F,08.40,06.96,10,2
947,200003,10,DER,D.F,09.72,08.76,1,2
948,200003,9,ECO,EME,09.82,08.65,0,1
949,200003,9,ECO,D.F,08.06,08.87,0,0
950,200003,10,ECO,SIN,09.60,08.39,1,3
951,200003,9,DER,D.F,08.60,08.22,2,3
952,200003,13,ACT,D.F,09.27,07.81,5,5
953,200101,13,DER,EME,08.08,07.96,3,3
954,200003,10,DER,D.F,09.89,08.22,2,0
955,200003,10,ADM,D.F,09.21,08.11,1,5
956,200003,9,TEL,D.F,09.38,09.27,0,2
957,200003,10,R.I,D.F,08.54,07.67,3,2
958,200003,13,R.I,EME,09.80,07.69,3,4
959,200003,10,TEL,D.F,07.40,07.83,5,0
960,200003,14,ACT,D.F,09.10,08.58,4,7
961,200101,11,DER,D.F,07.61,07.82,3,1
962,200003,12,CPL,EME,09.75,09.40,0,2
963,200003,9,ECO,D.F,09.19,08.87,0,0
964,200003,10,ACT,D.F,09.50,07.87,9,3
965,200101,11,DER,EME,08.25,09.20,1,2
966,200103,9,ECO,D.F,08.70,07.93,0,2
967,200003,12,ADM,D.F,08.18,07.62,5,3
968,200101,10,ECO,D.F,08.68,09.33,0,0
969,200003,16,TEL,D.F,08.64,07.83,9,5
970,200003,9,ADM,EME,09.26,07.87,2,2
971,200003,12,ADM,D.F,08.23,07.62,4,2
972,200003,10,TEL,D.F,09.60,08.02,2,4
973,200003,20,COM,D.F,07.50,07.41,14,15
974,200101,16,ADM,D.F,07.00,06.72,16,8
975,200003,15,ACT,D.F,09.10,07.74,6,10
976,200003,9,COM,D.F,09.59,08.26,3,1
977,200003,13,DER,D.F,08.70,08.30,7,8
978,200003,14,ADM,D.F,08.97,07.20,12,10
979,200003,10,ACT,D.F,09.65,08.02,3,1
980,200003,11,ADM,EME,08.30,07.36,3,6
981,200003,10,R.I,,09.00,08.52,1,0
982,200003,12,R.I,D.F,08.66,08.73,4,4
983,200003,9,COM,D.F,09.75,08.78,0,2
984,200003,9,ECO,GTO,09.80,07.74,3,4
985,200003,13,ECO,EME,09.14,07.54,7,5
986,200003,12,R.I,EME,09.22,08.02,3,1
987,200101,11,DER,D.F,08.61,09.07,0,3
988,200003,8,ADM,D.F,09.40,08.72,0,0
989,200101,11,ECO,D.F,08.12,08.15,1,0
990,200003,10,ADM,D.F,09.00,08.69,2,1
991,200103,13,ADM,D.F,07.36,07.09,11,4
992,200003,10,ECO,D.F,08.11,07.41,0,7
993,200003,10,R.I,HGO,08.30,07.81,3,1
994,200003,9,ECO,EME,09.60,08.67,0,0
995,200003,13,DER,D.F,08.40,07.93,7,7
996,200003,23,M.A,EME,08.89,07.43,10,7
997,200003,11,ACT,EME,09.44,07.64,1,5
998,200003,16,TEL,D.F,08.64,07.68,3,8
999,200003,12,CPL,D.F,09.00,08.13,2,6
1000,200003,11,ADM,D.F,08.30,07.34,7,3
1001,200003,9,COM,D.F,08.61,09.20,1,0
1002,200003,9,ECO,D.F,09.95,09.74,0,0
1003,200003,11,ACT,D.F,09.00,08.85,0,4
1004,200003,12,ADM,D.F,08.47,07.94,2,3
1005,200003,11,DER,D.F,09.45,08.80,1,0
1006,200003,11,DER,D.F,07.97,07.60,5,3
1007,200003,9,DER,D.F,08.90,08.64,0,0
1008,200003,10,ACT,D.F,08.44,08.00,1,2
1009,200103,11,ADM,D.F,9.42,07.51,3,1
1010,200101,11,R.I,D.F,09.80,08.62,1,1
1011,200101,13,ADM,D.F,08.40,07.66,4,15
1012,200003,12,CPL,D.F,07.87,08.31,0,5
1013,200003,10,ECO,D.F,09.35,08.17,0,3
1014,200101,12,ECO,D.F,07.88,07.76,5,8
1015,200003,12,R.I,D.F,08.35,08.19,3,3
1016,200003,12,ADM,D.F,09.86,08.02,4,3
1017,200003,11,ACF,D.F,09.10,08.94,0,1
1018,200003,11,ECO,D.F,08.91,07.85,5,4
1019,200003,10,ADM,D.F,08.97,07.81,1,3
1020,200103,12,ADM,D.F,07.28,07.15,6,4
1021,200003,12,M.A,D.F,08.50,08.00,4,8
1022,200003,18,ECO,EME,08.72,06.96,14,6
1023,200003,21,CEF,GRO,09.60,07.93,17,15
1024,200003,10,ECO,D.F,08.82,08.15,1,1
1025,200003,11,ADM,EME,08.94,07.19,7,3
1026,200003,10,ACT,D.F,08.44,07.98,3,4
1027,200003,10,ECO,D.F,09.36,08.91,0,3
1028,200003,11,ECO,D.F,09.85,08.07,2,2
1029,200003,9,ECO,D.F,09.95,08.85,0,3
1030,200003,11,CEF,GRO,09.00,07.70,7,0
1031,200101,11,ADM,D.F,07.80,07.38,6,7
1032,200003,12,ADM,AGS,09.13,07.55,4,4
1033,200003,10,R.I,D.F,09.88,08.35,0,2
1034,200103,10,IND,D.F,08.05,08.19,1,4
1035,200003,10,CPL,CHS,08.60,07.87,5,3
1036,200003,10,TEL,D.F,08.55,08.67,4,1
1037,200003,9,ADM,EME,08.85,08.60,0,1
1038,200003,10,DER,EME,07.60,07.84,8,1
1039,200003,10,ADM,NAY,09.30,07.81,2,9
1040,200003,9,IND,D.F,08.00,09.00,0,2
1041,200003,11,ADM,EME,07.40,07.17,12,4
